1	2	U	1337776668
1	3	U	1337778517
1	4	U	1338373407
1	5	U	1338403518
1	6	U	1338406081
2	8	U	1339167349
2	24	U	1339771532
1	25	U	1340025115
2	26	U	1340031206
1	27	U	1340031670
2	28	U	1340095793
0	29	U	1340209148
1	30	U	1340375563
1	31	U	1340375619
1	32	U	1340375656
1	33	U	1340375691
1	34	U	1340375741
1	35	U	1340376069
2	36	U	1341233921
1	37	U	1341237178
0	38	U	1341925464
2	24	V	1340095306
1	25	V	1340106879
1	24	V	1340106920
2	3	V	1340120645
2	27	V	1340121715
